[['368', '766', '217', '494'], 52230541196]
[['368', '529', '684', '494'], 52285541212]
[['368', '722', '145', '438'], 5209543814]
[['529', '354', '883', '937'], 5207423798]
[['368', '120', '937', '145'], 5202003695]
[['529', '829', '722', '438'], 5223933680]
[['368', '722', '354', '145'], 5219643861]
[['829', '354', '120', '883'], 5206403639]
[['368', '684', '883', '937'], 5209293992]
[['829', '722', '684', '177'], 5209723653]
[['529', '684', '419', '145'], 5204033946]
[['368', '217', '120', '145'], 5210553862]
[['829', '684', '120', '145'], 5201533524]
[['829', '217', '883', '438'], 5202973521]
[['529', '766', '419', '692'], 5216253947]
[['766', '354', '217', '177'], 5205773660]
[['529', '829', '684', '120'], 5220803923]
[['529', '722', '684', '692'], 5216443618]
[['829', '419', '692', '937'], 5202023517]
[['829', '766', '354', '937'], 5220793614]
[['722', '354', '494', '120'], 5200193765]
[['368', '829', '722', '692'], 52224441398]
[['829', '766', '937', '438'], 5207463762]
[['529', '722', '419', '692'], 5214233647]
[['368', '529', '354', '177'], 5234283682]
[['529', '766', '494', '177'], 5216873601]
[['529', '217', '419', '120'], 5209043576]
[['766', '354', '419', '120'], 52029541017]
[['368', '494', '120', '937'], 5202853965]
[['368', '766', '722', '438'], 52216341081]
[['368', '354', '120', '438'], 52095541128]
[['766', '722', '494', '419'], 5207563744]
[['368', '829', '354', '883'], 5229643686]
[['368', '766', '494', '438'], 52109941048]
[['368', '529', '494', '937'], 52170241282]
[['766', '722', '494', '937'], 5203783746]
[['368', '494', '120', '438'], 52000441076]
[['722', '354', '494', '692'], 5202673537]
[['529', '722', '217', '120'], 5215183581]
[['766', '722', '419', '438'], 5200153746]
[['829', '766', '354', '883'], 5221463768]
[['368', '722', '120', '145'], 5215913721]
[['529', '829', '722', '120'], 5225943941]
[['829', '354', '494', '883'], 52085941080]
[['829', '217', '692', '883'], 5206003660]
[['529', '354', '494', '883'], 52092241265]
[['529', '766', '692', '120'], 5213863804]
[['766', '684', '217', '692'], 5201393834]
[['368', '217', '692', '120'], 5211333642]
[['368', '354', '494', '419'], 5217453743]
[['368', '684', '217', '883'], 5218783758]
[['829', '722', '177', '438'], 5204633523]
[['529', '684', '419', '937'], 5206633808]
[['368', '829', '419', '692'], 52154241382]
[['529', '829', '120', '937'], 5213383818]
[['368', '529', '354', '684'], 5240043885]
[['829', '684', '883', '937'], 5204263553]
[['368', '722', '217', '494'], 52179041188]
[['529', '766', '684', '937'], 5213363851]
[['529', '722', '494', '937'], 52095341002]
[['829', '766', '883', '438'], 5208313751]
[['368', '354', '883', '177'], 5216673723]
[['368', '766', '722', '684'], 52278741354]
[['354', '217', '494', '692'], 5201363522]
[['368', '829', '354', '177'], 5226093768]
[['368', '529', '217', '494'], 52285341187]
[['368', '766', '684', '494'], 52192341215]
[['368', '766', '494', '937'], 52128741030]
[['529', '217', '419', '937'], 5203473841]
[['766', '684', '217', '419'], 5203403697]
[['722', '354', '494', '419'], 5201083760]
[['368', '722', '883', '145'], 5215493715]
[['829', '217', '419', '883'], 5206143663]
[['766', '722', '419', '692'], 5203613882]
[['829', '354', '217', '883'], 5214283693]
[['766', '354', '217', '494'], 5211293581]
[['766', '354', '684', '120'], 52033141008]
[['368', '766', '722', '937'], 52237741037]
[['829', '766', '354', '177'], 5219083733]
[['529', '354', '883', '177'], 5208073681]
[['368', '354', '494', '145'], 5211413849]
[['529', '829', '722', '883'], 5226113853]
[['368', '829', '692', '145'], 5209983764]
[['368', '529', '354', '937'], 52285841304]
[['368', '684', '494', '883'], 52070841112]
[['368', '722', '217', '692'], 52160941260]
[['368', '217', '883', '177'], 5210833802]
[['766', '722', '692', '937'], 5202193516]
[['368', '494', '883', '177'], 5200193670]
[['529', '766', '684', '494'], 5219753633]
[['829', '722', '692', '177'], 5205053904]
[['529', '684', '494', '419'], 5213003565]
[['368', '354', '684', '883'], 5223643696]
[['829', '684', '937', '177'], 5201143652]
[['529', '766', '692', '145'], 5212363540]
[['368', '829', '354', '684'], 5233343822]
[['829', '766', '177', '438'], 5205923751]
[['529', '722', '937', '438'], 5205133639]
[['529', '829', '494', '120'], 5219463937]
[['368', '529', '494', '692'], 52204341253]
[['529', '722', '217', '145'], 5210253660]
[['829', '494', '419', '177'], 5202313669]
[['529', '684', '419', '177'], 5208743545]
[['529', '829', '883', '145'], 5214873577]
[['829', '684', '494', '937'], 5204263765]
[['829', '766', '494', '438'], 5211033777]
[['529', '722', '354', '217'], 52186941113]
[['368', '766', '419', '145'], 52145141180]
[['529', '217', '494', '419'], 5210453740]
[['368', '684', '419', '883'], 5216343673]
[['829', '722', '937', '177'], 5205973670]
[['766', '354', '120', '883'], 5200383737]
[['368', '722', '177', '145'], 5211303891]
[['829', '766', '354', '494'], 5224483666]
[['766', '354', '494', '438'], 5201953780]
[['529', '766', '354', '692'], 5222693948]
[['368', '354', '494', '692'], 52122041204]
[['766', '722', '419', '120'], 5204463777]
[['368', '829', '354', '692'], 52235441387]
[['829', '217', '883', '145'], 5201913675]
[['368', '529', '354', '217'], 5239153941]
[['368', '722', '217', '419'], 5219383995]
[['529', '354', '692', '883'], 5212393791]
[['529', '829', '722', '145'], 5225193602]
[['529', '766', '494', '937'], 52129641044]
[['368', '354', '883', '937'], 52143641006]
[['829', '354', '684', '883'], 5214773659]
[['368', '829', '354', '937'], 52238041049]
[['766', '722', '120', '937'], 5203023508]
[['368', '766', '120', '883'], 5218793829]
[['529', '722', '883', '937'], 5207863791]
[['368', '217', '883', '937'], 52090141036]
[['368', '529', '829', '494'], 52324741207]
[['368', '529', '722', '494'], 52330241231]
[['529', '766', '692', '177'], 5210093837]
[['368', '684', '883', '145'], 5210923707]
[['829', '217', '883', '937'], 5203893599]
[['529', '722', '684', '217'], 52160941035]
[['766', '722', '217', '177'], 5204073627]
[['368', '766', '419', '692'], 52152241543]
[['829', '354', '883', '438'], 5208123541]
[['766', '722', '354', '145'], 5206743637]
[['368', '692', '120', '145'], 5202603709]
[['368', '217', '494', '883'], 52074941148]
[['529', '722', '937', '177'], 5207043566]
[['829', '722', '419', '177'], 5207813654]
[['529', '829', '722', '354'], 52332841069]
[['368', '722', '684', '145'], 5217363706]
[['529', '217', '419', '883'], 5205913818]
[['529', '829', '354', '883'], 5226173861]
[['829', '766', '684', '120'], 52107341127]
[['829', '684', '217', '937'], 5208363628]
[['368', '766', '120', '177'], 5217873648]
[['368', '722', '217', '145'], 5215713864]
[['766', '354', '120', '937'], 5200423512]
[['368', '354', '494', '120'], 5215213883]
[['766', '354', '217', '438'], 5203303789]
[['766', '684', '217', '937'], 5200643597]
[['529', '354', '217', '419'], 5215493807]
[['368', '829', '766', '692'], 52224941696]
[['829', '766', '722', '692'], 52191741068]
[['368', '529', '354', '692'], 52317541299]
[['368', '354', '217', '883'], 5223113732]
[['529', '354', '684', '145'], 5213603655]
[['368', '829', '354', '217'], 5233293794]
[['368', '529', '494', '438'], 5218873927]
[['529', '766', '684', '692'], 5215793920]
[['529', '354', '937', '145'], 5203453819]
[['368', '766', '354', '419'], 5230453813]
[['529', '354', '217', '438'], 5211313679]
[['766', '722', '494', '177'], 5205423530]
[['529', '829', '766', '722'], 5239133863]
[['354', '684', '217', '494'], 5204703562]
[['829', '354', '692', '883'], 5211203603]
[['529', '829', '766', '883'], 5228343999]
[['368', '692', '883', '145'], 5202233701]
[['368', '722', '937', '145'], 5209603701]
[['368', '217', '419', '883'], 5214773700]
[['529', '722', '692', '937'], 5210353786]
[['829', '766', '419', '692'], 52125841060]
[['368', '766', '120', '438'], 52097341344]
[['829', '722', '494', '120'], 5210553899]
[['529', '722', '217', '937'], 5209513856]
[['368', '722', '217', '438'], 5215523835]
[['368', '354', '494', '883'], 52124141092]
[['529', '217', '419', '177'], 5204773659]
[['368', '829', '692', '120'], 5212213955]
[['829', '766', '120', '937'], 5208603549]
[['368', '529', '829', '354'], 5243933794]
[['766', '684', '217', '494'], 5204913591]
[['766', '722', '684', '145'], 5202503472]
[['368', '354', '883', '438'], 5214433829]
[['368', '829', '766', '120'], 52268741238]
[['368', '684', '692', '883'], 5210403645]
[['766', '354', '494', '120'], 52041041027]
[['368', '529', '684', '177'], 5229403654]
[['766', '684', '217', '120'], 5201803773]
[['529', '766', '692', '937'], 5210843814]
[['829', '684', '692', '937'], 5204693545]
[['529', '766', '217', '438'], 5213263897]
[['368', '766', '722', '419'], 5228913899]
[['368', '494', '177', '438'], 5200083777]
[['368', '684', '937', '177'], 5207343562]
[['529', '354', '217', '120'], 5214493823]
[['368', '722', '354', '438'], 5219293848]
[['368', '766', '684', '120'], 5221193890]
[['529', '829', '722', '684'], 52290141069]
[['766', '722', '883', '145'], 5202243486]
[['368', '354', '494', '177'], 5214443616]
[['368', '722', '354', '217'], 52260541036]
[['829', '354', '883', '937'], 5209613562]
[['529', '722', '494', '438'], 5211313654]
[['368', '829', '692', '883'], 5214783627]
[['529', '354', '494', '145'], 5210083836]
[['829', '766', '692', '145'], 5208513560]
[['368', '217', '883', '145'], 5209563859]
[['368', '529', '722', '354'], 52415541111]
[['529', '722', '217', '494'], 5216163612]
[['529', '217', '120', '145'], 5204853656]
[['829', '217', '494', '177'], 5204063790]
[['829', '722', '217', '120'], 5210503908]
[['368', '354', '684', '177'], 5221703617]
[['529', '829', '684', '883'], 5220893843]
[['829', '766', '120', '883'], 5208523778]
[['368', '829', '766', '883'], 5230363818]
[['722', '354', '684', '883'], 5201873596]
[['829', '722', '684', '120'], 5210863883]
[['829', '722', '354', '145'], 5212633687]
[['829', '494', '692', '120'], 5202123871]
[['829', '766', '354', '692'], 52194741058]
[['368', '529', '937', '177'], 5217803630]
[['829', '766', '120', '177'], 5206653692]
[['766', '354', '217', '120'], 52055441027]
[['529', '766', '217', '883'], 5216283986]
[['354', '684', '494', '692'], 5202223507]
[['829', '354', '120', '177'], 5203223684]
[['529', '354', '217', '883'], 5213543847]
[['368', '766', '419', '120'], 5221343911]
[['829', '684', '419', '937'], 5206323568]
[['529', '354', '177', '145'], 5205223824]
[['368', '766', '120', '937'], 5214933994]
[['368', '354', '684', '494'], 52207941181]
[['368', '829', '692', '177'], 5208833949]
[['368', '217', '692', '883'], 5210223682]
[['368', '722', '217', '120'], 5221743675]
[['368', '684', '217', '177'], 5216613702]
[['368', '529', '354', '438'], 5230203972]
[['529', '829', '883', '937'], 5213503836]
[['529', '829', '722', '937'], 5223783865]
[['529', '722', '494', '883'], 52091541261]
[['368', '722', '120', '438'], 52115341111]
[['529', '722', '217', '438'], 5209763661]
[['368', '354', '937', '177'], 5211803598]
[['529', '766', '494', '692'], 5217333919]
[['529', '217', '120', '937'], 5204433820]
[['368', '829', '766', '177'], 5228173764]
[['529', '829', '722', '494'], 5229783686]
[['529', '722', '217', '883'], 5212003828]
[['829', '766', '692', '120'], 52070441121]
[['368', '529', '217', '177'], 5228023765]
[['829', '354', '494', '177'], 5209573709]
[['829', '494', '419', '120'], 5203523892]
[['529', '217', '494', '120'], 5211113590]
[['529', '684', '494', '438'], 52006841251]
[['529', '766', '722', '419'], 5224973816]
[['529', '766', '217', '692'], 5217763929]
[['829', '722', '883', '145'], 5208473539]
[['829', '722', '120', '438'], 5202853816]
[['368', '766', '419', '883'], 5221953779]
[['529', '829', '494', '883'], 52150741305]
[['829', '766', '494', '120'], 52119041152]
[['354', '684', '494', '419'], 5202093584]
[['722', '354', '217', '883'], 5200163616]
[['529', '692', '120', '937'], 5203043744]
[['368', '766', '883', '177'], 5217843713]
[['529', '354', '217', '145'], 5210643794]
[['368', '722', '883', '438'], 5214063810]
[['368', '354', '494', '937'], 52109341019]
[['368', '829', '684', '692'], 52186941356]
[['529', '354', '692', '145'], 5210263661]
[['368', '722', '217', '883'], 5220653713]
[['368', '684', '494', '177'], 5209713576]
[['368', '529', '766', '120'], 5237483946]
[['368', '217', '937', '177'], 5206193681]
[['368', '354', '217', '177'], 5220423728]
[['529', '419', '120', '145'], 5200393953]
[['766', '217', '419', '883'], 5200153744]
[['368', '829', '766', '684'], 52318641174]
[['529', '722', '494', '177'], 5213193584]
[['766', '722', '120', '177'], 5201993559]
[['368', '529', '692', '177'], 5218473879]
[['766', '722', '217', '145'], 5203273637]
[['368', '692', '120', '883'], 5206623650]
[['829', '722', '177', '145'], 5203233711]
[['529', '354', '684', '937'], 5213193818]
[['529', '722', '494', '692'], 5216463621]
[['529', '722', '217', '177'], 5210803675]
[['829', '766', '684', '692'], 52119241028]
[['529', '766', '722', '217'], 52251741114]
[['529', '829', '217', '419'], 5222433809]
[['368', '766', '883', '438'], 52133341046]
[['829', '354', '217', '177'], 5210393809]
[['829', '217', '419', '177'], 5202263778]
[['368', '766', '419', '177'], 5221013600]
[['529', '217', '120', '883'], 5205993885]
[['368', '217', '494', '177'], 5209333691]
[['368', '529', '419', '145'], 52208141195]
[['829', '722', '692', '120'], 5208773876]
[['529', '829', '354', '145'], 5224013734]
[['529', '766', '722', '120'], 5223963833]
[['368', '354', '217', '494'], 52208541158]
[['368', '722', '177', '438'], 5211583815]
[['829', '766', '684', '937'], 5213073601]
[['368', '829', '692', '937'], 5209093975]
[['368', '529', '766', '883'], 52358941034]
[['368', '722', '217', '177'], 5217983707]
[['829', '684', '883', '177'], 5201763751]
[['529', '354', '684', '217'], 5219933838]
[['529', '419', '120', '937'], 5203583756]
[['368', '684', '419', '177'], 5214633571]
[['368', '354', '177', '438'], 5211863831]
[['766', '722', '217', '494'], 5209023605]
[['368', '829', '766', '937'], 52257941054]
[['529', '354', '217', '937'], 5211083872]
[['368', '529', '829', '177'], 5231883793]
[['368', '684', '177', '145'], 5207203887]
[['766', '722', '217', '438'], 5201483768]
[['368', '692', '120', '177'], 5201903849]
[['766', '722', '494', '145'], 5203213681]
[['368', '766', '419', '438'], 52152841055]
[['529', '722', '883', '438'], 5207743633]
[['529', '766', '722', '145'], 5222523563]
[['829', '722', '120', '145'], 5206033546]
[['529', '419', '120', '438'], 5200383906]
[['529', '766', '217', '419'], 5219773792]
[['368', '529', '354', '419'], 5237193819]
[['529', '354', '684', '494'], 5219563602]
[['529', '217', '120', '177'], 5204943717]
[['529', '829', '217', '438'], 5218263680]
[['529', '722', '217', '692'], 5214833636]
[['529', '684', '120', '883'], 5207703841]
[['368', '766', '684', '883'], 5221163822]
[['829', '766', '684', '883'], 5213423787]
[['368', '354', '494', '438'], 5211233819]
[['829', '684', '494', '883'], 52031141101]
[['368', '217', '419', '177'], 5212173687]
[['368', '722', '684', '438'], 52097141423]
[['368', '829', '217', '692'], 52189841383]
[['829', '722', '120', '937'], 5207493522]
[['368', '529', '766', '494'], 52358641237]
[['829', '354', '684', '177'], 5211783685]
[['529', '494', '692', '177'], 5203103821]
[['368', '722', '684', '217'], 5223063952]
[['829', '766', '692', '937'], 5209763557]
[['529', '829', '766', '145'], 5228613629]
[['368', '354', '684', '937'], 52182241017]
[['766', '354', '684', '419'], 5207933630]
[['368', '829', '766', '217'], 5235373790]
[['529', '494', '419', '177'], 5206393562]
[['368', '529', '722', '177'], 5233903670]
[['829', '494', '692', '438'], 5200973524]
[['368', '684', '692', '177'], 5206063806]
[['722', '354', '692', '883'], 5200773546]
[['766', '354', '419', '883'], 5205423699]
[['529', '354', '684', '177'], 5215003585]
[['368', '766', '684', '419'], 5223833710]
[['529', '354', '217', '494'], 5218203581]
[['766', '722', '217', '692'], 5205253873]
[['529', '766', '722', '354'], 52295941132]
[['829', '684', '217', '883'], 5209663719]
[['368', '692', '120', '937'], 5201673924]
[['368', '529', '766', '419'], 5239803798]
[['529', '829', '684', '145'], 5220093580]
[['529', '766', '217', '120'], 5218483837]
[['529', '722', '177', '438'], 5207073638]
[['829', '766', '684', '177'], 5211733683]
[['529', '684', '120', '145'], 5207583510]
[['829', '766', '692', '883'], 5210333721]
